year,depth,season,species
1996,62,Fall,Starry Ray
1996,66,Fall,Starry Ray
1996,78,Fall,Starry Ray
1996,91,Fall,Starry Ray
1996,300,Fall,Starry Ray
1996,96,Fall,Starry Ray
1996,82,Fall,Starry Ray
1996,68,Fall,Starry Ray
1996,189,Fall,Starry Ray
1996,230,Fall,Starry Ray
1996,66,Fall,Starry Ray
1996,55,Fall,Starry Ray
1996,63,Fall,Starry Ray
1996,59,Fall,Starry Ray
1996,59,Fall,Starry Ray
1996,57,Fall,Starry Ray
1996,51,Fall,Starry Ray
1996,58,Fall,Starry Ray
1996,51,Fall,Starry Ray
1996,59,Fall,Starry Ray
1996,62,Fall,Starry Ray
1996,64,Fall,Starry Ray
1996,58,Fall,Starry Ray
1996,49,Fall,Starry Ray
1996,51,Fall,Starry Ray
1996,42,Fall,Starry Ray
1996,42,Fall,Starry Ray
1996,43,Fall,Starry Ray
1996,49,Fall,Starry Ray
1996,47,Fall,Starry Ray
1996,283,Fall,Starry Ray
1996,203,Fall,Starry Ray
1996,41,Fall,Starry Ray
1996,37,Fall,Starry Ray
1996,42,Fall,Starry Ray
1996,55,Fall,Starry Ray
1996,49,Fall,Starry Ray
1996,51,Fall,Starry Ray
1996,52,Fall,Starry Ray
1996,51,Fall,Starry Ray
1996,50,Fall,Starry Ray
1996,47,Fall,Starry Ray
1996,47,Fall,Starry Ray
1996,105,Fall,Starry Ray
1996,226,Fall,Starry Ray
1996,89,Fall,Starry Ray
1996,276,Fall,Starry Ray
1996,300,Fall,Starry Ray
1996,57,Fall,Starry Ray
1996,59,Fall,Starry Ray
1996,305,Fall,Starry Ray
1996,97,Fall,Starry Ray
1996,222,Fall,Starry Ray
1996,75,Fall,Starry Ray
1996,90,Fall,Starry Ray
1996,235,Fall,Starry Ray
1996,212,Fall,Starry Ray
1996,290,Fall,Starry Ray
1996,139,Fall,Starry Ray
1996,92,Fall,Starry Ray
1996,79,Fall,Starry Ray
1996,78,Fall,Starry Ray
1996,71,Fall,Starry Ray
1996,75,Fall,Starry Ray
1996,62,Fall,Starry Ray
1996,60,Fall,Starry Ray
1996,66,Fall,Starry Ray
1996,69,Fall,Starry Ray
2001,259,Fall,Starry Ray
2001,241,Fall,Starry Ray
2001,201,Fall,Starry Ray
2001,319,Fall,Starry Ray
2001,385,Fall,Starry Ray
2001,197,Fall,Starry Ray
2001,226,Fall,Starry Ray
2001,345,Fall,Starry Ray
2001,477,Fall,Starry Ray
2001,317,Fall,Starry Ray
2001,343,Fall,Starry Ray
2001,451,Fall,Starry Ray
2001,574,Fall,Starry Ray
2001,516,Fall,Starry Ray
2001,328,Fall,Starry Ray
2001,194,Fall,Starry Ray
2001,206,Fall,Starry Ray
2001,197,Fall,Starry Ray
2001,220,Fall,Starry Ray
2001,192,Fall,Starry Ray
2001,178,Fall,Starry Ray
2001,180,Fall,Starry Ray
2001,191,Fall,Starry Ray
2001,219,Fall,Starry Ray
2001,231,Fall,Starry Ray
2001,205,Fall,Starry Ray
2001,202,Fall,Starry Ray
2001,224,Fall,Starry Ray
2001,321,Fall,Starry Ray
2001,300,Fall,Starry Ray
2001,264,Fall,Starry Ray
2001,513,Fall,Starry Ray
2001,347,Fall,Starry Ray
2001,292,Fall,Starry Ray
2001,265,Fall,Starry Ray
2001,136,Fall,Starry Ray
2001,145,Fall,Starry Ray
2001,136,Fall,Starry Ray
2001,427,Fall,Starry Ray
2001,483,Fall,Starry Ray
2001,655,Fall,Starry Ray
2001,610,Fall,Starry Ray
2001,566,Fall,Starry Ray
2001,467,Fall,Starry Ray
2001,466,Fall,Starry Ray
2001,220,Fall,Starry Ray
2001,181,Fall,Starry Ray
2001,218,Fall,Starry Ray
2001,508,Fall,Starry Ray
2001,324,Fall,Starry Ray
2001,458,Fall,Starry Ray
2001,286,Fall,Starry Ray
2001,280,Fall,Starry Ray
2001,478,Fall,Starry Ray
2001,340,Fall,Starry Ray
2001,332,Fall,Starry Ray
2001,539,Fall,Starry Ray
2001,168,Fall,Starry Ray
2001,188,Fall,Starry Ray
2001,359,Fall,Starry Ray
2001,117,Fall,Starry Ray
2001,125,Fall,Starry Ray
2001,138,Fall,Starry Ray
2001,165,Fall,Starry Ray
2001,165,Fall,Starry Ray
2001,164,Fall,Starry Ray
2001,162,Fall,Starry Ray
2001,203,Fall,Starry Ray
2001,412,Fall,Starry Ray
2001,532,Fall,Starry Ray
2001,527,Fall,Starry Ray
2001,432,Fall,Starry Ray
2001,350,Fall,Starry Ray
2001,261,Fall,Starry Ray
2001,348,Fall,Starry Ray
2001,219,Fall,Starry Ray
2001,213,Fall,Starry Ray
2001,585,Fall,Starry Ray
2001,411,Fall,Starry Ray
2001,523,Fall,Starry Ray
2011,134,Spring,Starry Ray
2011,140,Spring,Starry Ray
2011,142,Spring,Starry Ray
2011,78,Spring,Starry Ray
2011,113,Spring,Starry Ray
2011,108,Spring,Starry Ray
2011,301,Spring,Starry Ray
2011,232,Spring,Starry Ray
2011,256,Spring,Starry Ray
2011,75,Spring,Starry Ray
2011,101,Spring,Starry Ray
2011,211,Spring,Starry Ray
2011,203,Spring,Starry Ray
2011,238,Spring,Starry Ray
2011,206,Spring,Starry Ray
2011,349,Spring,Starry Ray
2011,323,Spring,Starry Ray
2011,440,Spring,Starry Ray
2011,429,Spring,Starry Ray
2011,421,Spring,Starry Ray
2011,417,Spring,Starry Ray
2011,452,Spring,Starry Ray
2011,455,Spring,Starry Ray
2011,231,Spring,Starry Ray
2011,146,Spring,Starry Ray
2011,335,Spring,Starry Ray
2011,242,Spring,Starry Ray
2011,315,Spring,Starry Ray
2011,281,Spring,Starry Ray
2011,151,Spring,Starry Ray
2011,78,Spring,Starry Ray
2011,63,Spring,Starry Ray
2011,59,Spring,Starry Ray
2011,39,Spring,Starry Ray
2011,252,Spring,Starry Ray
2011,294,Spring,Starry Ray
2011,412,Spring,Starry Ray
2011,453,Spring,Starry Ray
2011,455,Spring,Starry Ray
2011,453,Spring,Starry Ray
2011,414,Spring,Starry Ray
2011,449,Spring,Starry Ray
2011,457,Spring,Starry Ray
2011,461,Spring,Starry Ray
2011,459,Spring,Starry Ray
2011,480,Spring,Starry Ray
2011,456,Spring,Starry Ray
2011,460,Spring,Starry Ray
2011,448,Spring,Starry Ray
2011,440,Spring,Starry Ray
2011,355,Spring,Starry Ray
2011,197,Spring,Starry Ray
2011,138,Spring,Starry Ray
2011,45,Spring,Starry Ray
2011,145,Spring,Starry Ray
2011,344,Spring,Starry Ray
2011,425,Spring,Starry Ray
2011,328,Spring,Starry Ray
2011,429,Spring,Starry Ray
2011,446,Spring,Starry Ray
2011,426,Spring,Starry Ray
2011,426,Spring,Starry Ray
2011,390,Spring,Starry Ray
2011,287,Spring,Starry Ray
2011,59,Spring,Starry Ray
2011,49,Spring,Starry Ray
2011,48,Spring,Starry Ray
2011,116,Spring,Starry Ray
2011,230,Spring,Starry Ray
2011,384,Spring,Starry Ray
2011,407,Spring,Starry Ray
2011,401,Spring,Starry Ray
2011,296,Spring,Starry Ray
2011,102,Spring,Starry Ray
2011,318,Spring,Starry Ray
2011,622,Spring,Starry Ray
2011,233,Spring,Starry Ray
2011,78,Spring,Starry Ray
2011,196,Spring,Starry Ray
2011,409,Spring,Starry Ray
2011,398,Spring,Starry Ray
2011,215,Spring,Starry Ray
2011,328,Spring,Starry Ray
2011,132,Spring,Starry Ray
2011,69,Spring,Starry Ray
2011,65,Spring,Starry Ray
2011,74,Spring,Starry Ray
2011,61,Spring,Starry Ray
2011,46,Spring,Starry Ray
2011,161,Spring,Starry Ray
2011,110,Spring,Starry Ray
2011,121,Spring,Starry Ray
2011,110,Spring,Starry Ray
2011,140,Spring,Starry Ray
2011,74,Spring,Starry Ray
2011,66,Spring,Starry Ray
2011,65,Spring,Starry Ray
2011,64,Spring,Starry Ray
2011,61,Spring,Starry Ray
2011,126,Spring,Starry Ray
2011,47,Spring,Starry Ray
2011,65,Spring,Starry Ray
2011,123,Spring,Starry Ray
2011,161,Spring,Starry Ray
2011,121,Spring,Starry Ray
2011,136,Spring,Starry Ray
2011,95,Spring,Starry Ray
2011,614,Spring,Starry Ray
2011,105,Spring,Starry Ray
2011,80,Spring,Starry Ray
2011,79,Spring,Starry Ray
2011,87,Spring,Starry Ray
2011,75,Spring,Starry Ray
2011,62,Spring,Starry Ray
2011,70,Spring,Starry Ray
2011,92,Spring,Starry Ray
2011,97,Spring,Starry Ray
2011,71,Spring,Starry Ray
2011,68,Spring,Starry Ray
2011,68,Spring,Starry Ray
2011,69,Spring,Starry Ray
2011,76,Spring,Starry Ray
2011,103,Spring,Starry Ray
2011,109,Spring,Starry Ray
2011,312,Spring,Starry Ray
2011,606,Spring,Starry Ray
2011,291,Spring,Starry Ray
2011,94,Spring,Starry Ray
2011,81,Spring,Starry Ray
2011,102,Spring,Starry Ray
2011,198,Spring,Starry Ray
2011,410,Spring,Starry Ray
2011,410,Spring,Starry Ray
2011,197,Spring,Starry Ray
2011,98,Spring,Starry Ray
2011,101,Spring,Starry Ray
2011,120,Spring,Starry Ray
2011,212,Spring,Starry Ray
2011,83,Spring,Starry Ray
2011,83,Spring,Starry Ray
2011,73,Spring,Starry Ray
2011,74,Spring,Starry Ray
2011,82,Spring,Starry Ray
2011,76,Spring,Starry Ray
2011,81,Spring,Starry Ray
2011,78,Spring,Starry Ray
2011,77,Spring,Starry Ray
2011,101,Spring,Starry Ray
2011,87,Spring,Starry Ray
2011,84,Spring,Starry Ray
2011,71,Spring,Starry Ray
2011,63,Spring,Starry Ray
2011,64,Spring,Starry Ray
2011,67,Spring,Starry Ray
2011,67,Spring,Starry Ray
2011,71,Spring,Starry Ray
2011,77,Spring,Starry Ray
2011,77,Spring,Starry Ray
2011,83,Spring,Starry Ray
2011,207,Spring,Starry Ray
2011,500,Spring,Starry Ray
2011,543,Spring,Starry Ray
2011,305,Spring,Starry Ray
2011,324,Spring,Starry Ray
2011,284,Spring,Starry Ray
2011,631,Spring,Starry Ray
2011,305,Spring,Starry Ray
2011,716,Spring,Starry Ray
2011,204,Spring,Starry Ray
2011,330,Spring,Starry Ray
2011,122,Spring,Starry Ray
2011,96,Spring,Starry Ray
2011,83,Spring,Starry Ray
2011,86,Spring,Starry Ray
2011,69,Spring,Starry Ray
2011,66,Spring,Starry Ray
2011,76,Spring,Starry Ray
2011,64,Spring,Starry Ray
2011,65,Spring,Starry Ray
2011,64,Spring,Starry Ray
2011,70,Spring,Starry Ray
2011,70,Spring,Starry Ray
2011,61,Spring,Starry Ray
2011,61,Spring,Starry Ray
2011,59,Spring,Starry Ray
2011,73,Spring,Starry Ray
2011,134,Spring,Starry Ray
2011,299,Spring,Starry Ray
2011,97,Spring,Starry Ray
2011,89,Spring,Starry Ray
2011,645,Spring,Starry Ray
2011,438,Spring,Starry Ray
2011,213,Spring,Starry Ray
2011,297,Spring,Starry Ray
2011,433,Spring,Starry Ray
2011,306,Spring,Starry Ray
2011,60,Spring,Starry Ray
2011,58,Spring,Starry Ray
2011,50,Spring,Starry Ray
2011,55,Spring,Starry Ray
2011,49,Spring,Starry Ray
2011,49,Spring,Starry Ray
2011,142,Spring,Starry Ray
2011,319,Spring,Starry Ray
2011,406,Spring,Starry Ray
2011,48,Spring,Starry Ray
2011,59,Spring,Starry Ray
2011,61,Spring,Starry Ray
2011,63,Spring,Starry Ray
2011,61,Spring,Starry Ray
2011,59,Spring,Starry Ray
2011,48,Spring,Starry Ray
2011,49,Spring,Starry Ray
2011,49,Spring,Starry Ray
2011,312,Spring,Starry Ray
2011,61,Spring,Starry Ray
2011,65,Spring,Starry Ray
2011,71,Spring,Starry Ray
2011,74,Spring,Starry Ray
2011,76,Spring,Starry Ray
2011,74,Spring,Starry Ray
2011,60,Spring,Starry Ray
2011,576,Spring,Starry Ray
2011,82,Spring,Starry Ray
2011,297,Spring,Starry Ray
2011,227,Spring,Starry Ray
2011,438,Spring,Starry Ray
2011,223,Spring,Starry Ray
2011,159,Spring,Starry Ray
2011,394,Spring,Starry Ray
2011,640,Spring,Starry Ray
2011,303,Spring,Starry Ray
2011,226,Spring,Starry Ray
2011,144,Spring,Starry Ray
2011,263,Spring,Starry Ray
2011,330,Spring,Starry Ray
2011,306,Spring,Starry Ray
2011,305,Spring,Starry Ray
2011,278,Spring,Starry Ray
2011,323,Spring,Starry Ray
2011,254,Spring,Starry Ray
2011,250,Spring,Starry Ray
2011,653,Spring,Starry Ray
2011,494,Spring,Starry Ray
2011,203,Spring,Starry Ray
2011,178,Spring,Starry Ray
2011,183,Spring,Starry Ray
2011,135,Spring,Starry Ray
2011,167,Spring,Starry Ray
2011,165,Spring,Starry Ray
2011,182,Spring,Starry Ray
2011,208,Spring,Starry Ray
2011,312,Spring,Starry Ray
2011,403,Spring,Starry Ray
2011,275,Spring,Starry Ray
2011,213,Spring,Starry Ray
2011,154,Spring,Starry Ray
2011,180,Spring,Starry Ray
2011,255,Spring,Starry Ray
2011,259,Spring,Starry Ray
2011,356,Spring,Starry Ray
2011,391,Spring,Starry Ray
2011,451,Spring,Starry Ray
2011,319,Spring,Starry Ray
2011,290,Spring,Starry Ray
2011,265,Spring,Starry Ray
2011,145,Spring,Starry Ray
2011,230,Spring,Starry Ray
2011,386,Spring,Starry Ray
2011,351,Spring,Starry Ray
2011,452,Spring,Starry Ray
2011,105,Spring,Starry Ray
2011,94,Spring,Starry Ray
2011,97,Spring,Starry Ray
2011,62,Spring,Starry Ray
2011,74,Spring,Starry Ray
2011,77,Spring,Starry Ray
2011,80,Spring,Starry Ray
2011,143,Spring,Starry Ray
2011,99,Spring,Starry Ray
2011,92,Fall,Starry Ray
2011,103,Fall,Starry Ray
2011,107,Fall,Starry Ray
2011,80,Fall,Starry Ray
2011,86,Fall,Starry Ray
2011,103,Fall,Starry Ray
2011,116,Fall,Starry Ray
2011,493,Fall,Starry Ray
2011,345,Fall,Starry Ray
2011,109,Fall,Starry Ray
2011,108,Fall,Starry Ray
2011,104,Fall,Starry Ray
2011,77,Fall,Starry Ray
2011,70,Fall,Starry Ray
2011,75,Fall,Starry Ray
2011,67,Fall,Starry Ray
2011,65,Fall,Starry Ray
2011,67,Fall,Starry Ray
2011,64,Fall,Starry Ray
2011,84,Fall,Starry Ray
2011,98,Fall,Starry Ray
2011,82,Fall,Starry Ray
2011,96,Fall,Starry Ray
2011,79,Fall,Starry Ray
2011,74,Fall,Starry Ray
2011,71,Fall,Starry Ray
2011,77,Fall,Starry Ray
2011,86,Fall,Starry Ray
2011,75,Fall,Starry Ray
2011,85,Fall,Starry Ray
2011,90,Fall,Starry Ray
2011,96,Fall,Starry Ray
2011,83,Fall,Starry Ray
2011,76,Fall,Starry Ray
2011,71,Fall,Starry Ray
2011,68,Fall,Starry Ray
2011,66,Fall,Starry Ray
2011,67,Fall,Starry Ray
2011,71,Fall,Starry Ray
2011,76,Fall,Starry Ray
2011,87,Fall,Starry Ray
2011,116,Fall,Starry Ray
2011,204,Fall,Starry Ray
2011,414,Fall,Starry Ray
2011,202,Fall,Starry Ray
2011,313,Fall,Starry Ray
2011,99,Fall,Starry Ray
2011,662,Fall,Starry Ray
2011,571,Fall,Starry Ray
2011,80,Fall,Starry Ray
2011,73,Fall,Starry Ray
2011,96,Fall,Starry Ray
2011,221,Fall,Starry Ray
2011,292,Fall,Starry Ray
2011,122,Fall,Starry Ray
2011,324,Fall,Starry Ray
2011,469,Fall,Starry Ray
2011,430,Fall,Starry Ray
2011,243,Fall,Starry Ray
2011,75,Fall,Starry Ray
2011,67,Fall,Starry Ray
2011,95,Fall,Starry Ray
2011,83,Fall,Starry Ray
2011,318,Fall,Starry Ray
2011,253,Fall,Starry Ray
2011,159,Fall,Starry Ray
2011,61,Fall,Starry Ray
2011,57,Fall,Starry Ray
2011,61,Fall,Starry Ray
2011,413,Fall,Starry Ray
2011,577,Fall,Starry Ray
2011,55,Fall,Starry Ray
2011,56,Fall,Starry Ray
2011,59,Fall,Starry Ray
2011,62,Fall,Starry Ray
2011,61,Fall,Starry Ray
2011,65,Fall,Starry Ray
2011,66,Fall,Starry Ray
2011,68,Fall,Starry Ray
2011,58,Fall,Starry Ray
2011,63,Fall,Starry Ray
2011,64,Fall,Starry Ray
2011,63,Fall,Starry Ray
2011,67,Fall,Starry Ray
2011,67,Fall,Starry Ray
2011,71,Fall,Starry Ray
2011,77,Fall,Starry Ray
2011,68,Fall,Starry Ray
2011,55,Fall,Starry Ray
2011,65,Fall,Starry Ray
2011,65,Fall,Starry Ray
2011,63,Fall,Starry Ray
2011,60,Fall,Starry Ray
2011,59,Fall,Starry Ray
2011,52,Fall,Starry Ray
2011,52,Fall,Starry Ray
2011,51,Fall,Starry Ray
2011,51,Fall,Starry Ray
2011,43,Fall,Starry Ray
2011,56,Fall,Starry Ray
2011,52,Fall,Starry Ray
2011,117,Fall,Starry Ray
2011,657,Fall,Starry Ray
2011,420,Fall,Starry Ray
2011,220,Fall,Starry Ray
2011,319,Fall,Starry Ray
2011,299,Fall,Starry Ray
2011,47,Fall,Starry Ray
2011,429,Fall,Starry Ray
2011,61,Fall,Starry Ray
2011,57,Fall,Starry Ray
2011,63,Fall,Starry Ray
2011,194,Fall,Starry Ray
2011,302,Fall,Starry Ray
2011,70,Fall,Starry Ray
2011,151,Fall,Starry Ray
2011,125,Fall,Starry Ray
2011,96,Fall,Starry Ray
2011,113,Fall,Starry Ray
2011,74,Fall,Starry Ray
2011,76,Fall,Starry Ray
2011,93,Fall,Starry Ray
2011,205,Fall,Starry Ray
2011,334,Fall,Starry Ray
2011,409,Fall,Starry Ray
2011,321,Fall,Starry Ray
2011,417,Fall,Starry Ray
2011,193,Fall,Starry Ray
2011,119,Fall,Starry Ray
2011,109,Fall,Starry Ray
2011,158,Fall,Starry Ray
2011,243,Fall,Starry Ray
2011,618,Fall,Starry Ray
2011,406,Fall,Starry Ray
2011,315,Fall,Starry Ray
2011,576,Fall,Starry Ray
2011,166,Fall,Starry Ray
2011,108,Fall,Starry Ray
2011,122,Fall,Starry Ray
2011,97,Fall,Starry Ray
2011,164,Fall,Starry Ray
2011,148,Fall,Starry Ray
2011,139,Fall,Starry Ray
2011,186,Fall,Starry Ray
2011,260,Fall,Starry Ray
2011,601,Fall,Starry Ray
2011,293,Fall,Starry Ray
2011,321,Fall,Starry Ray
2011,320,Fall,Starry Ray
2011,315,Fall,Starry Ray
2011,380,Fall,Starry Ray
2011,228,Fall,Starry Ray
2011,263,Fall,Starry Ray
2011,592,Fall,Starry Ray
2011,166,Fall,Starry Ray
2011,165,Fall,Starry Ray
2011,168,Fall,Starry Ray
2011,217,Fall,Starry Ray
2011,415,Fall,Starry Ray
2011,438,Fall,Starry Ray
2011,231,Fall,Starry Ray
2011,609,Fall,Starry Ray
2011,338,Fall,Starry Ray
2011,572,Fall,Starry Ray
2011,261,Fall,Starry Ray
2011,203,Fall,Starry Ray
2011,614,Fall,Starry Ray
2011,343,Fall,Starry Ray
2012,151,Spring,Starry Ray
2012,155,Spring,Starry Ray
2012,156,Spring,Starry Ray
2012,152,Spring,Starry Ray
2012,151,Spring,Starry Ray
2012,129,Spring,Starry Ray
2012,142,Spring,Starry Ray
2012,133,Spring,Starry Ray
2012,132,Spring,Starry Ray
2012,63,Spring,Starry Ray
2012,67,Spring,Starry Ray
2012,61,Spring,Starry Ray
2012,80,Spring,Starry Ray
2012,115,Spring,Starry Ray
2012,149,Spring,Starry Ray
2012,328,Spring,Starry Ray
2012,319,Spring,Starry Ray
2012,327,Spring,Starry Ray
2012,171,Spring,Starry Ray
2012,258,Spring,Starry Ray
2012,195,Spring,Starry Ray
2012,230,Spring,Starry Ray
2012,200,Spring,Starry Ray
2012,165,Spring,Starry Ray
2012,296,Spring,Starry Ray
2012,438,Spring,Starry Ray
2012,429,Spring,Starry Ray
2012,444,Spring,Starry Ray
2012,330,Spring,Starry Ray
2012,402,Spring,Starry Ray
2012,457,Spring,Starry Ray
2012,94,Spring,Starry Ray
2012,75,Spring,Starry Ray
2012,117,Spring,Starry Ray
2012,465,Spring,Starry Ray
2012,454,Spring,Starry Ray
2012,416,Spring,Starry Ray
2012,413,Spring,Starry Ray
2012,455,Spring,Starry Ray
2012,448,Spring,Starry Ray
2012,449,Spring,Starry Ray
2012,458,Spring,Starry Ray
2012,327,Spring,Starry Ray
2012,321,Spring,Starry Ray
2012,283,Spring,Starry Ray
2012,114,Spring,Starry Ray
2012,241,Spring,Starry Ray
2012,102,Spring,Starry Ray
2012,72,Spring,Starry Ray
2012,435,Spring,Starry Ray
2012,406,Spring,Starry Ray
2012,134,Spring,Starry Ray
2012,160,Spring,Starry Ray
2012,153,Spring,Starry Ray
2012,155,Spring,Starry Ray
2012,68,Spring,Starry Ray
2012,63,Spring,Starry Ray
2012,58,Spring,Starry Ray
2012,56,Spring,Starry Ray
2012,51,Spring,Starry Ray
2012,248,Spring,Starry Ray
2012,426,Spring,Starry Ray
2012,441,Spring,Starry Ray
2012,412,Spring,Starry Ray
2012,476,Spring,Starry Ray
2012,484,Spring,Starry Ray
2012,476,Spring,Starry Ray
2012,465,Spring,Starry Ray
2012,467,Spring,Starry Ray
2012,466,Spring,Starry Ray
2012,349,Spring,Starry Ray
2012,241,Spring,Starry Ray
2012,100,Spring,Starry Ray
2012,204,Spring,Starry Ray
2012,41,Spring,Starry Ray
2012,53,Spring,Starry Ray
2012,56,Spring,Starry Ray
2012,299,Spring,Starry Ray
2012,61,Spring,Starry Ray
2012,48,Spring,Starry Ray
2012,96,Spring,Starry Ray
2012,218,Spring,Starry Ray
2012,379,Spring,Starry Ray
2012,391,Spring,Starry Ray
2012,405,Spring,Starry Ray
2012,424,Spring,Starry Ray
2012,424,Spring,Starry Ray
2012,397,Spring,Starry Ray
2012,438,Spring,Starry Ray
2012,312,Spring,Starry Ray
2012,343,Spring,Starry Ray
2012,284,Spring,Starry Ray
2012,68,Spring,Starry Ray
2012,47,Spring,Starry Ray
2012,41,Spring,Starry Ray
2012,46,Spring,Starry Ray
2012,55,Spring,Starry Ray
2012,77,Spring,Starry Ray
2012,93,Spring,Starry Ray
2012,85,Spring,Starry Ray
2012,449,Spring,Starry Ray
2012,402,Spring,Starry Ray
2012,303,Spring,Starry Ray
2012,111,Spring,Starry Ray
2012,670,Spring,Starry Ray
2012,93,Spring,Starry Ray
2012,66,Spring,Starry Ray
2012,76,Spring,Starry Ray
2012,122,Spring,Starry Ray
2012,127,Spring,Starry Ray
2012,157,Spring,Starry Ray
2012,215,Spring,Starry Ray
2012,198,Spring,Starry Ray
2012,118,Spring,Starry Ray
2012,91,Spring,Starry Ray
2012,95,Spring,Starry Ray
2012,74,Spring,Starry Ray
2012,85,Spring,Starry Ray
2012,74,Spring,Starry Ray
2012,78,Spring,Starry Ray
2012,117,Spring,Starry Ray
2012,102,Spring,Starry Ray
2012,407,Spring,Starry Ray
2012,607,Spring,Starry Ray
2012,104,Spring,Starry Ray
2012,93,Spring,Starry Ray
2012,86,Spring,Starry Ray
2012,85,Spring,Starry Ray
2012,78,Spring,Starry Ray
2012,74,Spring,Starry Ray
2012,95,Spring,Starry Ray
2012,86,Spring,Starry Ray
2012,115,Spring,Starry Ray
2012,98,Spring,Starry Ray
2012,70,Spring,Starry Ray
2012,91,Spring,Starry Ray
2012,68,Spring,Starry Ray
2012,69,Spring,Starry Ray
2012,69,Spring,Starry Ray
2012,67,Spring,Starry Ray
2012,67,Spring,Starry Ray
2012,63,Spring,Starry Ray
2012,73,Spring,Starry Ray
2012,70,Spring,Starry Ray
2012,72,Spring,Starry Ray
2012,77,Spring,Starry Ray
2012,94,Spring,Starry Ray
2012,208,Spring,Starry Ray
2012,83,Spring,Starry Ray
2012,81,Spring,Starry Ray
2012,73,Spring,Starry Ray
2012,75,Spring,Starry Ray
2012,83,Spring,Starry Ray
2012,82,Spring,Starry Ray
2012,78,Spring,Starry Ray
2012,76,Spring,Starry Ray
2012,78,Spring,Starry Ray
2012,80,Spring,Starry Ray
2012,94,Spring,Starry Ray
2012,302,Spring,Starry Ray
2012,609,Spring,Starry Ray
2012,408,Spring,Starry Ray
2012,219,Spring,Starry Ray
2012,629,Spring,Starry Ray
2012,313,Spring,Starry Ray
2012,130,Spring,Starry Ray
2012,106,Spring,Starry Ray
2012,292,Spring,Starry Ray
2012,395,Spring,Starry Ray
2012,250,Spring,Starry Ray
2012,656,Spring,Starry Ray
2012,233,Spring,Starry Ray
2012,497,Spring,Starry Ray
2012,621,Spring,Starry Ray
2012,320,Spring,Starry Ray
2012,224,Spring,Starry Ray
2012,405,Spring,Starry Ray
2012,70,Spring,Starry Ray
2012,81,Spring,Starry Ray
2012,69,Spring,Starry Ray
2012,130,Spring,Starry Ray
2012,207,Spring,Starry Ray
2012,305,Spring,Starry Ray
2012,141,Spring,Starry Ray
2012,437,Spring,Starry Ray
2012,138,Spring,Starry Ray
2012,301,Spring,Starry Ray
2012,192,Spring,Starry Ray
2012,475,Spring,Starry Ray
2012,309,Spring,Starry Ray
2012,144,Spring,Starry Ray
2012,460,Spring,Starry Ray
2012,209,Spring,Starry Ray
2012,41,Spring,Starry Ray
2012,38,Spring,Starry Ray
2012,49,Spring,Starry Ray
2012,60,Spring,Starry Ray
2012,63,Spring,Starry Ray
2012,51,Spring,Starry Ray
2012,57,Spring,Starry Ray
2012,58,Spring,Starry Ray
2012,59,Spring,Starry Ray
2012,58,Spring,Starry Ray
2012,62,Spring,Starry Ray
2012,56,Spring,Starry Ray
2012,44,Spring,Starry Ray
2012,45,Spring,Starry Ray
2012,53,Spring,Starry Ray
2012,57,Spring,Starry Ray
2012,60,Spring,Starry Ray
2012,62,Spring,Starry Ray
2012,54,Spring,Starry Ray
2012,56,Spring,Starry Ray
2012,50,Spring,Starry Ray
2012,54,Spring,Starry Ray
2012,57,Spring,Starry Ray
2012,51,Spring,Starry Ray
2012,50,Spring,Starry Ray
2012,305,Spring,Starry Ray
2012,216,Spring,Starry Ray
2012,64,Spring,Starry Ray
2012,285,Spring,Starry Ray
2012,577,Spring,Starry Ray
2012,81,Spring,Starry Ray
2012,77,Spring,Starry Ray
2012,79,Spring,Starry Ray
2012,69,Spring,Starry Ray
2012,70,Spring,Starry Ray
2012,60,Spring,Starry Ray
2012,63,Spring,Starry Ray
2012,65,Spring,Starry Ray
2012,66,Spring,Starry Ray
2012,62,Spring,Starry Ray
2012,69,Spring,Starry Ray
2012,209,Spring,Starry Ray
2012,405,Spring,Starry Ray
2012,650,Spring,Starry Ray
2012,134,Spring,Starry Ray
2012,151,Spring,Starry Ray
2012,238,Spring,Starry Ray
2012,294,Spring,Starry Ray
2012,453,Spring,Starry Ray
2012,312,Spring,Starry Ray
2012,195,Spring,Starry Ray
2012,239,Spring,Starry Ray
2012,141,Spring,Starry Ray
2012,155,Spring,Starry Ray
2012,228,Spring,Starry Ray
2012,264,Spring,Starry Ray
2012,293,Spring,Starry Ray
2012,321,Spring,Starry Ray
2012,496,Spring,Starry Ray
2012,490,Spring,Starry Ray
2012,283,Spring,Starry Ray
2012,294,Spring,Starry Ray
2012,228,Spring,Starry Ray
2012,251,Spring,Starry Ray
2012,379,Spring,Starry Ray
2012,481,Spring,Starry Ray
2012,251,Spring,Starry Ray
2012,322,Spring,Starry Ray
2012,223,Spring,Starry Ray
2012,337,Spring,Starry Ray
2012,420,Spring,Starry Ray
2012,649,Spring,Starry Ray
2012,662,Spring,Starry Ray
2012,439,Spring,Starry Ray
2012,326,Spring,Starry Ray
2012,342,Spring,Starry Ray
2012,293,Spring,Starry Ray
2012,308,Spring,Starry Ray
2012,302,Spring,Starry Ray
2012,135,Spring,Starry Ray
2012,102,Spring,Starry Ray
2012,175,Spring,Starry Ray
2012,135,Spring,Starry Ray
2012,109,Spring,Starry Ray
2012,80,Spring,Starry Ray
